geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0006520	cellular amino acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006520	318	24	12.192607704308172	1.968405822777335	0.0012842439265380312	0.6089593666459389	384;1201;2805;3376;4942;5053;5188;6519;7915;9056;10056;10993;23057;51067;51091;54511;56474;60496;79587;80017;112398;123283;124454;219595	CLN3;CARS2;SLC7A7;EGLN2;SEPSECS;SDS;CTPS2;TARSL2;DGLUCY;PAH;ALDH5A1;FOLH1B;AASDHPPT;NMNAT2;ARG2;GATB;IARS;EARS2;YARS2;GOT1;OAT;HMGCLL1;FARSB;SLC3A1
GO:1990778	protein localization to cell periphery	http://amigo.geneontology.org/amigo/term/GO:1990778	301	23	11.540801632065282	1.9929291511341956	0.0013653469488927872	0.6089593666459389	208;1173;1213;2181;2319;3551;4218;5621;7289;9135;9693;10519;23167;23499;23759;27065;54585;56246;57217;63971;90410;116841;160622	TTC7A;TULP3;PPIL2;AKT2;IKBKB;KIF13A;IFT20;MACF1;CIB1;RABEP1;RAB8A;CLTC;AP2M1;RAPGEF2;FLOT2;MRAP;SNAP47;PRNP;EFR3A;NSG1;ACSL3;GRASP;LZTFL1
GO:0045619	regulation of lymphocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0045619	162	15	6.211328453138125	2.4149423288703415	0.001442018921535393	0.6089593666459389	864;1209;2648;3635;3718;5777;9580;9760;54106;56339;56603;80149;80762;84807;150372	NFAM1;ZC3H12A;JAK3;SOX13;NFKBID;KAT2A;RUNX3;TLR9;INPP5D;METTL3;PTPN6;CYP26B1;CLPTM1;TOX;NDFIP1
GO:0006090	pyruvate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006090	115	12	4.409276371054842	2.721535007144315	0.0015300192467961882	0.6089593666459389	3098;3643;5163;5223;5230;5315;5563;7167;7416;10993;11277;54541	PDK1;SDS;TREX1;DDIT4;INSR;PRKAA2;HK1;PGK1;TPI1;PGAM1;PKM;VDAC1
GO:0019362	pyridine nucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019362	147	14	5.636205448217929	2.4839406811237796	0.0015701681596180794	0.6089593666459389	3098;3418;3643;5223;5230;5315;5563;7167;9563;11277;22934;23057;54541;65220	RPIA;H6PD;IDH2;TREX1;DDIT4;INSR;PRKAA2;NMNAT2;NADK;HK1;PGK1;TPI1;PGAM1;PKM
GO:0046496	nicotinamide nucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046496	147	14	5.636205448217929	2.4839406811237796	0.0015701681596180794	0.6089593666459389	3098;3418;3643;5223;5230;5315;5563;7167;9563;11277;22934;23057;54541;65220	RPIA;H6PD;IDH2;TREX1;DDIT4;INSR;PRKAA2;NMNAT2;NADK;HK1;PGK1;TPI1;PGAM1;PKM
GO:0015802	basic amino acid transport	http://amigo.geneontology.org/amigo/term/GO:0015802	14	4	0.5367814712588503	7.451822043371339	0.001575803806006748	0.6089593666459389	1201;6519;9056;123096	CLN3;SLC7A7;SLC25A29;SLC3A1
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	http://amigo.geneontology.org/amigo/term/GO:1901844	7	3	0.26839073562942517	11.177733065057009	0.0017490664464763217	0.6089593666459389	801;817;3270	HRC;CAMK2D;CALM1
GO:0072383	plus-end-directed vesicle transport along microtubule	http://amigo.geneontology.org/amigo/term/GO:0072383	7	3	0.26839073562942517	11.177733065057009	0.0017490664464763217	0.6089593666459389	11127;22920;63971	KIF13A;KIF3A;KIFAP3
GO:0050861	positive regulation of B cell receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0050861	7	3	0.26839073562942517	11.177733065057009	0.0017490664464763217	0.6089593666459389	57181;123920;150372	CMTM3;NFAM1;SLC39A10
