,gene_symbol,DE,se_DE,z_DE,pval_DE,adj_pval_DE,mu1,mu2
ENSG00000178826,TMEM139,-0.463327020323093,0.107306679086811,-4.31778361110461,1.57603828151718e-05,0.00145422081536895,-1.96708546164748,-2.43041248197058
ENSG00000228510,AL359091.2,-0.461250501165975,0.128753226028556,-3.5824384009118,0.000340401900547433,0.0185964510986327,-2.04165055608995,-2.50290105725593
ENSG00000167123,CERCAM,-0.458698466526193,0.110848738130476,-4.13805762936405,3.50258406287112e-05,0.0028277072048609,3.43356959236631,2.97487112584012
ENSG00000272444,AL118558.4,-0.457246476368125,0.0760386714099147,-6.01334121033189,1.81737943725274e-09,9.24494237369849e-07,-2.18126577199971,-2.63851224836783
ENSG00000179178,TMEM125,-0.455164509585435,0.135314791363665,-3.36374541909581,0.000768924366561281,0.036301972117179,0.332772593088244,-0.122391916497191
ENSG00000276073,ENSG00000276073,-0.453915358192292,0.0916088217801314,-4.954930642834,7.23560940822168e-07,0.000119054873688205,-2.23064242062712,-2.68455777881941
ENSG00000102837,OLFM4,-0.45285946626531,0.120458524453747,-3.75946383470102,0.000170277889071297,0.0104976964402249,-2.59857961517742,-3.05143908144273
ENSG00000131650,KREMEN2,-0.452410979104096,0.0640424442235454,-7.0642366104098,1.61501357358169e-12,2.90585796520931e-09,-1.9134897570798,-2.36590073618389
ENSG00000260088,AL445483.1,-0.451810190249728,0.129949655701002,-3.47680944449201,0.00050741831127586,0.0256683852344684,-3.0178255399232,-3.46963573017293
ENSG00000243819,RN7SL832P,-0.451294064731012,0.0928267681967873,-4.86168024049157,1.16393532107667e-06,0.000174117193323317,-2.83554946933131,-3.28684353406232
ENSG00000124664,SPDEF,-0.446547568796496,0.0961326280871239,-4.64511974427449,3.39879258195727e-06,0.00041907370338302,-2.53116735706273,-2.97771492585922
ENSG00000174939,ASPHD1,-0.446352975027515,0.0525442367789127,-8.49480366239991,1.98267779124682e-17,3.21064920552018e-13,2.07962915342607,1.63327617839856
ENSG00000198842,DUSP27,-0.446067176815143,0.113747290481762,-3.92156309768683,8.79764036387043e-05,0.00604090116770745,-2.83060646725577,-3.27667364407092
ENSG00000163354,DCST2,-0.444020978617012,0.0837562146778081,-5.30134964103935,1.14949698816788e-07,2.63722017078712e-05,-2.76208877070839,-3.20610974932541
ENSG00000272572,AL138762.1,-0.44229424477257,0.0686455305213386,-6.44316157823388,1.17010006861313e-10,1.03352809167959e-07,-2.51232373856188,-2.95461798333445
ENSG00000236017,ASMTL-AS1,-0.44100062071542,0.0817016277136767,-5.39769687650419,6.75017852328781e-08,1.67198362885779e-05,-1.24259308157561,-1.68359370229103
ENSG00000076344,RGS11,-0.43933070490927,0.061099530112702,-7.19041053341811,6.4596794151209e-13,1.45960208569198e-09,1.5784533177944,1.13912261288513
ENSG00000078814,MYH7B,-0.438124192650808,0.0720702624224839,-6.07912581311936,1.20839520118815e-09,6.74763697546596e-07,0.805891136155379,0.367766943504571
ENSG00000278969,AC026310.3,-0.436681461988364,0.0809301092932409,-5.39578490381248,6.82246398957526e-08,1.68456774600925e-05,-2.53082211226029,-2.96750357424865
ENSG00000234028,AC062029.1,-0.435547721902193,0.0758110899640937,-5.74517161154761,9.18278064472857e-09,3.3859891050336e-06,-2.02096704429204,-2.45651476619423
ENSG00000110777,POU2AF1,-0.43384631700782,0.111046961486266,-3.90687247270135,9.34984681721944e-05,0.00634254796110938,-2.54322212112038,-2.9770684381282
ENSG00000255823,MTRNR2L8,-0.43365225813039,0.114364842666729,-3.79183189535003,0.000149540128191763,0.00940114400032819,-1.3823267531876,-1.81597901131799
ENSG00000142233,NTN5,-0.433159717960243,0.0723433618643421,-5.9875530635762,2.130214558331e-09,1.0400692051243e-06,-1.72453905722662,-2.15769877518687
ENSG00000212123,PRR22,-0.432421197297714,0.0811880360431892,-5.32616895755036,1.0030583437346e-07,2.34792951743648e-05,-2.03540186943594,-2.46782306673366
ENSG00000260625,AC026471.2,-0.430464406417251,0.101716728361246,-4.23199225292088,2.31630389137163e-05,0.00200493894949484,-2.76249576438538,-3.19296017080263
ENSG00000106336,FBXO24,-0.427671505840227,0.0802946835072072,-5.32627425826816,1.00247731149887e-07,2.34792951743648e-05,-2.81002477192854,-3.23769627776877
ENSG00000280334,AC009084.2,-0.426710297144948,0.0780438409501318,-5.46757171289924,4.56242643849613e-08,1.24870395699731e-05,0.654206794285657,0.22749649714071
ENSG00000108387,SEPT4,-0.426625995386933,0.0987283883604367,-4.32120894984542,1.55176638751359e-05,0.00143728475138892,3.81692373146298,3.39029773607605
ENSG00000226686,LINC01535,-0.425694608208415,0.124968140189589,-3.40642509012772,0.00065819609944648,0.0319231435977606,-1.41415918143871,-1.83985378964713
ENSG00000080031,PTPRH,-0.425388370963207,0.116211182652146,-3.66047708365999,0.00025174607000094,0.0145724750255476,-1.16107558895004,-1.58646395991324
ENSG00000119888,EPCAM,-0.424465997687561,0.0954832252252859,-4.4454509856162,8.77076769895143e-06,0.000906570787548936,-1.48778457769381,-1.91225057538137
ENSG00000017427,IGF1,-0.423558335974713,0.12143465464726,-3.48795273643305,0.000486734110475513,0.024838010395147,-1.51838635133703,-1.94194468731174
ENSG00000205632,LINC01310,-0.422257483629814,0.0966411486486392,-4.3693342798007,1.24625872918095e-05,0.00119651918507546,-2.48401219104969,-2.90626967467951
ENSG00000237737,DCTN1-AS1,-0.422039919552803,0.0936465234890642,-4.50673344645932,6.58332493221268e-06,0.000718295809826301,-0.630416520079098,-1.0524564396319
ENSG00000099866,MADCAM1,-0.421967274247953,0.0588527916042263,-7.1698769547858,7.50652032099598e-13,1.63896854764947e-09,-1.28177154542958,-1.70373881967753
ENSG00000225449,RAB6C-AS1,-0.420150102363881,0.116510456788421,-3.6061149698079,0.000310815472150417,0.0172813398439172,-0.821713931534428,-1.24186403389831
ENSG00000176349,AC104129.1,-0.419349239615476,0.105140746575881,-3.98845598183791,6.65047397753644e-05,0.00478110756114778,-2.94395968251222,-3.3633089221277
ENSG00000259905,PWRN1,-0.419167225323986,0.139929013749093,-2.99557049744948,0.00273931972577535,0.103928831583553,-2.88245329435641,-3.30162051968039
ENSG00000125772,GPCPD1,-0.417725218963926,0.0673806158319875,-6.199486511158,5.66476718889485e-10,3.59734922782399e-07,1.12314779169812,0.70542257273419
ENSG00000167641,PPP1R14A,-0.417621116573431,0.120644705815207,-3.46157847334888,0.000537017535639563,0.0269301468642473,1.08214154980432,0.66452043323089
ENSG00000227502,LINC01268,-0.417555980935336,0.0826812586169743,-5.05018897776687,4.41373200754389e-07,7.94888981407025e-05,-2.18582502269843,-2.60338100363377
ENSG00000241563,CORT,-0.417291536816448,0.0844468751103397,-4.94146806819327,7.75365165456861e-07,0.000125768369054902,-1.35275214470817,-1.77004368152462
ENSG00000278611,ZNF426-DT,-0.415679265960118,0.078977782340782,-5.26324307469789,1.41536250068098e-07,3.13252921833212e-05,-1.29283892422748,-1.7085181901876
ENSG00000145882,PCYOX1L,-0.413885525803888,0.0713619550170496,-5.79980643334398,6.63915111823336e-09,2.5597878832632e-06,0.539480277488482,0.125594751684594
ENSG00000118094,TREH,-0.413427022458593,0.105048839158424,-3.93556964332663,8.29995902243492e-05,0.0057602307111145,0.779792203199972,0.366365180741379
ENSG00000055955,ITIH4,-0.411904749233914,0.0651110749324862,-6.32618567057937,2.51295422932541e-10,1.84272558578127e-07,-0.772093513359863,-1.18399826259378
ENSG00000128298,BAIAP2L2,-0.411786868320415,0.0599332745127075,-6.87075538035395,6.3862823835209e-12,8.92802256156089e-09,-0.795562186657212,-1.20734905497763
ENSG00000183036,PCP4,-0.411042597083694,0.0924530489619406,-4.44596042746956,8.75000557763611e-06,0.000905870295018078,0.388571655443933,-0.0224709416397606
ENSG00000180539,C9orf139,-0.410737864447188,0.0646325451437919,-6.35496967562386,2.08467741833311e-10,1.61393894712963e-07,-1.03723491993318,-1.44797278438037
ENSG00000243083,LINC00870,-0.408491917892589,0.128333111293976,-3.18305941291213,0.0014572770849573,0.0616146629728402,-2.72577955584459,-3.13427147373718
ENSG00000177238,TRIM72,-0.408269866632594,0.112396700456926,-3.63240081757609,0.00028079651612762,0.015912784870175,-2.87808493867113,-3.28635480530373
ENSG00000005381,MPO,-0.405725215913861,0.103695765854969,-3.91264978438287,9.12888798452895e-05,0.00622654871563508,-2.10522890291577,-2.51095411882963
ENSG00000273142,AC073335.2,-0.404674817527216,0.0922525726580839,-4.38659655625067,1.15138065624277e-05,0.00112487977176814,-1.17228245499084,-1.57695727251806
ENSG00000236882,LINC01554,-0.404169268936567,0.131244627880028,-3.0795109519151,0.00207340747050128,0.0830568288968496,-2.03959531833737,-2.44376458727394
ENSG00000058335,RASGRF1,-0.402726425692872,0.0878069350747598,-4.58649906581964,4.50740418849904e-06,0.000532454575110256,1.79644832077026,1.39372189507738
ENSG00000255104,AC005324.4,-0.402684426594046,0.0842411882809668,-4.78013706609867,1.75175724045024e-06,0.000244907606142712,-2.27455596757084,-2.67724039416488
ENSG00000092758,COL9A3,-0.401532558090498,0.090915499939345,-4.41654677539455,1.00290206261157e-05,0.00100820450084677,1.20876405168866,0.807231493598166
ENSG00000266405,CBX3P2,-0.40017882858,0.0974135292597542,-4.10804157924429,3.99028279350317e-05,0.00315459607285751,-2.88639493438017,-3.28657376296017
ENSG00000279161,AC093503.3,-0.398983685021019,0.109153359182574,-3.65525796007491,0.000256923506583949,0.014792855842582,-1.23429151235262,-1.63327519737363
ENSG00000186417,GLDN,-0.398437208192258,0.119258520338677,-3.34095381244672,0.00083491111055454,0.0389250817172553,1.45631904189252,1.05788183370026
ENSG00000101306,MYLK2,-0.398435804956082,0.113232443767128,-3.51874243547635,0.000433597444301843,0.0225830931611067,-2.65699128481676,-3.05542708977284
ENSG00000188730,VWC2,-0.397436190424891,0.0931295568168938,-4.26756235086899,1.97620546167057e-05,0.00175833419718029,-0.100391389486968,-0.497827579911859
ENSG00000272645,GTF2IP20,-0.396768164346911,0.079011399027075,-5.02165724481033,5.12275398892089e-07,8.95201238447204e-05,-0.947121703102402,-1.34388986744931
ENSG00000186188,FFAR4,-0.396544982476003,0.110289809490361,-3.59548161619283,0.000323791994520106,0.0178648229627857,-1.92289975946628,-2.31944474194228
ENSG00000262165,AC233723.1,-0.395553815028947,0.124971820394351,-3.16514406032311,0.00155006184455384,0.0650704494820013,-2.84547947620862,-3.24103329123757
ENSG00000167588,GPD1,-0.393927713601106,0.0969657318273786,-4.06254566615748,4.85404478679268e-05,0.00368456120628534,-0.188509013482501,-0.582436727083607
ENSG00000235597,LINC01102,-0.393171505743866,0.064630888982194,-6.08333742480605,1.17706265182308e-09,6.61066945757565e-07,-0.3604373584063,-0.753608864150166
ENSG00000205740,AL359878.1,-0.39316663014841,0.0550959431348253,-7.1360359361903,9.60609061098221e-13,1.96967116410169e-09,-1.78834077814619,-2.18150740829461
ENSG00000169271,HSPB3,-0.393162286689448,0.126112731924332,-3.11754634675068,0.00182363270905814,0.0746203299495447,-1.82834937188717,-2.22151165857662
ENSG00000271780,AL118558.3,-0.393069554137073,0.0576166134807727,-6.8221564995007,8.96838849882388e-12,1.21024663108261e-08,-1.40366319006703,-1.79673274420411
ENSG00000280061,AC011504.1,-0.392428199602145,0.106517845125528,-3.68415451082097,0.00022946302539052,0.0134915924260571,-0.383062675282577,-0.775490874884721
ENSG00000149809,TM7SF2,-0.39230741808467,0.045284515006212,-8.66316925401221,4.58826396530481e-18,1.11450076154272e-13,1.00491412858317,0.612606710498502
ENSG00000198723,TEX45,-0.3919053769532,0.0854055434343388,-4.58875807346748,4.45890819703827e-06,0.000527366973965932,-2.71579005792162,-3.10769543487482
ENSG00000215375,MYL5,-0.391577576708032,0.0652483932216988,-6.00133669771059,1.95699702059977e-09,9.67652839863771e-07,-0.366823568832422,-0.758401145540454
ENSG00000269906,AL606834.1,-0.391554214092262,0.0919303705091062,-4.25924764497143,2.05116123452753e-05,0.00181257728064438,-2.77094847335661,-3.16250268744887
ENSG00000175265,GOLGA8A,-0.391147116976505,0.0505301581972054,-7.74086468223522,9.87429475546879e-15,5.04945436897419e-11,1.51852040312172,1.12737328614522
ENSG00000243696,AC006254.1,-0.388823136452452,0.0723849237859275,-5.37160386605317,7.80393965074007e-08,1.88851447701026e-05,-1.5079811410563,-1.89680427750875
ENSG00000204305,AGER,-0.388557868510323,0.0851944961655782,-4.56083298802717,5.09510945282147e-06,0.000585160659418497,-1.59143182402894,-1.97998969253927
ENSG00000268568,AC007228.2,-0.388056089844572,0.110280493681397,-3.51880987190424,0.000433487248757484,0.0225830931611067,-2.08092739382997,-2.46898348367454
ENSG00000134595,SOX3,-0.387441553829249,0.0876020691711555,-4.42274431979765,9.74550460538693e-06,0.000986336406904342,-2.7789982757837,-3.16643982961295
ENSG00000149527,PLCH2,-0.386730980623834,0.0519990089231448,-7.43727599107567,1.02782669031114e-13,3.50402339303978e-10,1.26652691533004,0.879795934706204
